transaction_id,product_category,product_name,brand,payment_method,customer_type,store_location,quantity,unit_price,total_sales,purchase_date,restock_date
698,kitchen appliances,GigaMax Pro,Thunderbolt,credit card,VIP,789 Oak Lane,63,74,4662,8/4/2025,4/22/2026
699,kitchen appliances,SuperSpeed X,Starlight,Venmo,VIP,456 Elm Avenue,55,41,2255,4/3/2026,9/23/2025
700,clothing,PowerGadget 500,Starlight,credit card,basic,456 Elm Avenue,53,366,19398,9/13/2025,11/19/2025
701,office supplies,GigaMaster 100,Thunderbolt,Venmo,basic,123 Main Street,36,395,14220,4/10/2026,10/20/2025
702,home decor,MegaTech Pro,Acme,credit card,basic,789 Oak Lane,49,233,11417,1/14/2026,10/23/2025
703,pet supplies,UltimateGizmo 3000,Acme,Venmo,VIP,789 Oak Lane,9,71,639,3/1/2026,9/18/2025
704,clothing,PowerMax Pro,Silverstone,credit card,basic,789 Oak Lane,55,75,4125,10/23/2025,12/31/2025
705,clothing,HyperDrive 500,Acme,Venmo,premium,456 Elm Avenue,96,185,17760,11/22/2025,2/8/2026
706,electronics,SuperSpeed X,Thunderbolt,PayPal,premium,123 Main Street,80,412,32960,4/24/2026,4/12/2026
707,outdoor gear,UltimateGizmo 3000,Thunderbolt,Venmo,basic,123 Main Street,79,176,13904,8/25/2025,4/8/2026
708,sports equipment,PowerTech 200,Thunderbolt,credit card,VIP,456 Elm Avenue,45,104,4680,8/6/2025,2/20/2026
709,kitchen appliances,SuperNova X,Acme,Venmo,basic,123 Main Street,60,116,6960,6/8/2025,10/30/2025
710,electronics,MegaGizmo X10,Thunderbolt,PayPal,basic,789 Oak Lane,74,20,1480,7/5/2025,5/29/2025
711,outdoor gear,SuperNova X,Evergreen,Venmo,VIP,123 Main Street,49,152,7448,7/27/2025,3/17/2026
712,beauty products,PowerGadget 500,Evergreen,credit card,VIP,456 Elm Avenue,21,131,2751,2/1/2026,3/29/2026
713,home decor,SuperNova X,Thunderbolt,Venmo,premium,789 Oak Lane,94,83,7802,5/11/2026,9/10/2025
714,outdoor gear,MegaGizmo X10,Starlight,Venmo,premium,123 Main Street,96,392,37632,4/6/2026,5/19/2025
715,clothing,UltraForce 2000,Starlight,credit card,basic,789 Oak Lane,61,428,26108,2/13/2026,8/1/2025
716,toys,SuperTech Pro 2000,Evergreen,credit card,basic,456 Elm Avenue,9,251,2259,1/26/2026,7/10/2025
717,toys,HyperDrive 500,Evergreen,PayPal,VIP,789 Oak Lane,90,232,20880,11/11/2025,9/17/2025
718,pet supplies,TechMaster 3000,Acme,PayPal,VIP,789 Oak Lane,50,366,18300,8/18/2025,4/1/2026
719,toys,UltraGadget X,Acme,Venmo,premium,123 Main Street,44,71,3124,4/17/2026,7/12/2025
720,electronics,GigaForce 9000,Thunderbolt,Venmo,premium,789 Oak Lane,62,123,7626,6/14/2025,1/10/2026
721,sports equipment,TechBlaster 1000,Evergreen,PayPal,basic,789 Oak Lane,37,125,4625,2/24/2026,7/10/2025
722,home decor,TechBlaster 1000,Evergreen,PayPal,VIP,789 Oak Lane,91,24,2184,7/10/2025,9/28/2025
723,outdoor gear,GigaForce 9000,Silverstone,PayPal,basic,456 Elm Avenue,7,392,2744,8/1/2025,3/4/2026
724,clothing,TechNova Pro,Thunderbolt,Venmo,basic,456 Elm Avenue,45,412,18540,6/17/2025,5/23/2025
725,sports equipment,PowerTech 200,Thunderbolt,PayPal,premium,789 Oak Lane,18,170,3060,7/5/2025,8/8/2025
726,outdoor gear,TechNova Pro,Starlight,PayPal,VIP,456 Elm Avenue,85,41,3485,1/18/2026,11/1/2025
727,pet supplies,UltimaTech 5000,Starlight,credit card,VIP,456 Elm Avenue,7,217,1519,10/24/2025,5/27/2025
728,home decor,GigaMaster 100,Thunderbolt,PayPal,basic,456 Elm Avenue,3,411,1233,7/4/2025,4/13/2026
729,electronics,UltraGadget X,Starlight,credit card,premium,789 Oak Lane,33,7,231,6/15/2025,1/31/2026
730,office supplies,GigaForce 9000,Thunderbolt,Venmo,basic,456 Elm Avenue,48,160,7680,12/28/2025,3/20/2026
731,beauty products,UltimateGizmo 3000,Evergreen,credit card,premium,123 Main Street,39,471,18369,7/22/2025,4/20/2026
732,pet supplies,UltimaTech 5000,Evergreen,credit card,premium,456 Elm Avenue,40,265,10600,5/10/2026,2/20/2026
733,office supplies,MegaTech Pro,Evergreen,credit card,VIP,456 Elm Avenue,29,420,12180,12/13/2025,11/29/2025
734,kitchen appliances,GigaForce 9000,Starlight,Venmo,VIP,123 Main Street,76,172,13072,1/25/2026,4/17/2026
735,outdoor gear,PowerGadget 500,Thunderbolt,credit card,VIP,123 Main Street,86,474,40764,4/25/2026,6/30/2025
736,sports equipment,GigaMax Pro,Evergreen,Venmo,VIP,789 Oak Lane,2,374,748,10/24/2025,7/25/2025
737,sports equipment,TechNova Pro,Thunderbolt,Venmo,basic,456 Elm Avenue,54,143,7722,6/3/2025,4/30/2026
738,pet supplies,MegaTech Pro,Silverstone,Venmo,premium,789 Oak Lane,24,13,312,6/9/2025,3/29/2026
739,office supplies,MegaTech Pro,Silverstone,credit card,basic,456 Elm Avenue,7,182,1274,2/14/2026,7/15/2025
740,office supplies,UltraGadget X,Silverstone,Venmo,VIP,123 Main Street,66,393,25938,5/1/2026,4/14/2026
741,electronics,UltraForce 2000,Acme,PayPal,basic,789 Oak Lane,99,326,32274,11/26/2025,5/5/2026
742,home decor,UltraGadget X,Thunderbolt,Venmo,premium,789 Oak Lane,98,42,4116,7/29/2025,12/14/2025
743,toys,GigaForce 9000,Thunderbolt,credit card,premium,456 Elm Avenue,29,338,9802,7/8/2025,1/29/2026
744,clothing,TechMaster 3000,Starlight,Venmo,premium,456 Elm Avenue,45,168,7560,1/19/2026,2/19/2026
745,toys,PowerGadget 500,Evergreen,credit card,basic,456 Elm Avenue,12,22,264,5/30/2025,6/17/2025
746,home decor,MegaDrive X10,Silverstone,credit card,VIP,456 Elm Avenue,36,177,6372,2/14/2026,5/1/2026
747,electronics,GigaMaster 100,Starlight,Venmo,VIP,789 Oak Lane,31,136,4216,3/10/2026,2/9/2026
748,office supplies,SuperSpeed X,Acme,PayPal,VIP,789 Oak Lane,30,473,14190,12/26/2025,8/5/2025
749,kitchen appliances,SuperTech Pro 2000,Starlight,PayPal,VIP,789 Oak Lane,5,388,1940,10/20/2025,8/14/2025
750,toys,SuperTech Pro 2000,Silverstone,PayPal,premium,789 Oak Lane,7,273,1911,10/15/2025,8/28/2025
751,toys,PowerTech 200,Evergreen,Venmo,basic,123 Main Street,82,416,34112,8/12/2025,4/7/2026
752,toys,GigaForce 9000,Acme,PayPal,premium,789 Oak Lane,49,341,16709,6/6/2025,4/26/2026
753,electronics,MegaGizmo X10,Evergreen,credit card,basic,789 Oak Lane,83,132,10956,7/18/2025,7/12/2025
754,home decor,SuperTech Pro 2000,Thunderbolt,PayPal,premium,123 Main Street,100,122,12200,11/25/2025,11/6/2025
755,home decor,UltimateGizmo 3000,Silverstone,credit card,VIP,123 Main Street,15,229,3435,1/5/2026,4/15/2026
756,kitchen appliances,SuperTech Pro 2000,Acme,PayPal,VIP,123 Main Street,92,156,14352,7/26/2025,3/28/2026
757,pet supplies,SuperTech Pro 2000,Evergreen,credit card,basic,123 Main Street,26,393,10218,5/24/2025,2/2/2026
758,electronics,PowerTech 200,Silverstone,Venmo,premium,789 Oak Lane,92,227,20884,11/14/2025,6/7/2025
759,electronics,TechNova Pro,Silverstone,PayPal,basic,789 Oak Lane,67,214,14338,4/10/2026,11/12/2025
760,electronics,MegaGizmo X10,Evergreen,PayPal,premium,123 Main Street,4,339,1356,6/28/2025,1/6/2026
761,clothing,UltraGadget X,Starlight,PayPal,VIP,789 Oak Lane,41,134,5494,1/23/2026,2/16/2026
762,office supplies,PowerTech 200,Evergreen,credit card,basic,123 Main Street,40,136,5440,8/29/2025,2/20/2026
763,clothing,PowerTech 200,Starlight,credit card,basic,456 Elm Avenue,10,421,4210,9/30/2025,2/10/2026
764,beauty products,UltimaTech 5000,Silverstone,credit card,VIP,789 Oak Lane,76,358,27208,6/15/2025,12/21/2025
765,kitchen appliances,GigaMaster 100,Starlight,credit card,VIP,123 Main Street,1,259,259,10/26/2025,8/21/2025
766,home decor,GigaForce 9000,Thunderbolt,credit card,basic,789 Oak Lane,55,117,6435,4/19/2026,5/8/2026
767,toys,SuperNova X,Starlight,PayPal,premium,123 Main Street,82,41,3362,2/4/2026,2/1/2026
768,toys,MegaDrive X10,Thunderbolt,Venmo,premium,123 Main Street,18,220,3960,6/23/2025,11/3/2025
769,office supplies,UltimaTech 5000,Starlight,credit card,premium,123 Main Street,66,228,15048,4/1/2026,7/21/2025
770,outdoor gear,UltimaTech 5000,Starlight,credit card,premium,123 Main Street,26,106,2756,8/11/2025,8/9/2025
771,clothing,PowerGadget 500,Silverstone,PayPal,VIP,456 Elm Avenue,75,201,15075,10/29/2025,1/1/2026
772,beauty products,SuperNova X,Evergreen,Venmo,premium,789 Oak Lane,63,474,29862,3/2/2026,7/27/2025
773,pet supplies,PowerMax Pro,Starlight,Venmo,VIP,456 Elm Avenue,73,302,22046,1/9/2026,10/16/2025
774,toys,TechBlaster 1000,Evergreen,credit card,basic,123 Main Street,13,82,1066,5/23/2025,3/25/2026
775,home decor,GigaForce 9000,Evergreen,PayPal,premium,456 Elm Avenue,79,398,31442,11/28/2025,11/3/2025
776,home decor,UltraGadget X,Silverstone,Venmo,VIP,456 Elm Avenue,78,325,25350,10/25/2025,11/21/2025
777,home decor,TechNova Pro,Acme,credit card,VIP,123 Main Street,95,422,40090,7/21/2025,11/5/2025
778,office supplies,MegaTech Pro,Starlight,credit card,premium,123 Main Street,12,416,4992,8/29/2025,10/18/2025
779,electronics,SuperSpeed X,Evergreen,credit card,basic,789 Oak Lane,22,43,946,3/22/2026,10/15/2025
780,electronics,PowerMax Pro,Acme,PayPal,basic,789 Oak Lane,64,292,18688,2/26/2026,7/25/2025
781,kitchen appliances,HyperDrive 500,Starlight,credit card,basic,123 Main Street,97,438,42486,6/12/2025,12/27/2025
782,toys,PowerGadget 500,Thunderbolt,credit card,premium,789 Oak Lane,78,406,31668,11/26/2025,1/7/2026
783,clothing,GigaMaster 100,Starlight,credit card,basic,123 Main Street,15,228,3420,5/26/2025,8/11/2025
784,pet supplies,MegaGizmo X10,Acme,PayPal,VIP,789 Oak Lane,47,186,8742,4/4/2026,9/24/2025
785,outdoor gear,HyperDrive 500,Starlight,PayPal,VIP,456 Elm Avenue,88,55,4840,7/21/2025,9/15/2025
786,outdoor gear,UltraGadget X,Evergreen,Venmo,premium,789 Oak Lane,53,484,25652,1/11/2026,3/7/2026
787,home decor,GigaMax Pro,Starlight,credit card,basic,456 Elm Avenue,35,497,17395,10/1/2025,5/5/2026
788,electronics,SuperNova X,Acme,Venmo,basic,123 Main Street,37,429,15873,8/10/2025,2/5/2026
789,toys,UltraGadget X,Acme,PayPal,premium,123 Main Street,9,248,2232,4/18/2026,5/30/2025
790,home decor,GigaMax Pro,Starlight,credit card,basic,456 Elm Avenue,26,46,1196,7/26/2025,7/3/2025
791,beauty products,UltimaTech 5000,Acme,PayPal,VIP,456 Elm Avenue,8,469,3752,12/13/2025,10/10/2025
792,clothing,PowerMax Pro,Starlight,PayPal,basic,456 Elm Avenue,3,316,948,9/3/2025,3/9/2026
793,pet supplies,GigaForce 9000,Starlight,credit card,premium,456 Elm Avenue,48,238,11424,6/22/2025,11/10/2025
794,clothing,GigaMax Pro,Evergreen,credit card,VIP,456 Elm Avenue,39,463,18057,12/31/2025,11/12/2025
795,kitchen appliances,UltimateGizmo 3000,Acme,PayPal,VIP,789 Oak Lane,6,473,2838,5/21/2025,12/11/2025
796,pet supplies,TechBlaster 1000,Thunderbolt,Venmo,basic,123 Main Street,71,486,34506,5/15/2025,8/4/2025
797,pet supplies,MegaDrive X10,Thunderbolt,PayPal,premium,123 Main Street,15,352,5280,11/16/2025,6/26/2025
798,pet supplies,UltimateGizmo 3000,Starlight,PayPal,premium,789 Oak Lane,55,144,7920,8/25/2025,3/11/2026
799,clothing,UltraForce 2000,Evergreen,PayPal,basic,123 Main Street,21,78,1638,12/23/2025,7/16/2025
800,office supplies,PowerMax Pro,Thunderbolt,Venmo,basic,789 Oak Lane,60,386,23160,6/7/2025,5/3/2026
801,sports equipment,TechMaster 3000,Thunderbolt,Venmo,VIP,123 Main Street,66,75,4950,12/28/2025,5/13/2026
802,kitchen appliances,SuperNova X,Acme,credit card,premium,789 Oak Lane,11,474,5214,5/14/2025,11/23/2025
803,sports equipment,MegaTech Pro,Evergreen,Venmo,basic,456 Elm Avenue,1,118,118,10/17/2025,1/18/2026
804,outdoor gear,TechNova Pro,Evergreen,PayPal,premium,123 Main Street,9,252,2268,11/9/2025,3/29/2026
805,clothing,TechBlaster 1000,Acme,Venmo,basic,456 Elm Avenue,56,274,15344,9/26/2025,1/15/2026
806,clothing,PowerGadget 500,Acme,Venmo,premium,456 Elm Avenue,22,387,8514,9/6/2025,4/3/2026
807,outdoor gear,UltimaTech 5000,Starlight,credit card,VIP,123 Main Street,87,192,16704,7/6/2025,10/29/2025
808,pet supplies,SuperTech Pro 2000,Starlight,Venmo,VIP,789 Oak Lane,10,467,4670,10/3/2025,10/28/2025
809,electronics,GigaMax Pro,Thunderbolt,credit card,VIP,123 Main Street,2,176,352,5/31/2025,4/30/2026
810,beauty products,PowerTech 200,Thunderbolt,credit card,basic,123 Main Street,46,249,11454,10/8/2025,5/5/2026
811,electronics,MegaGizmo X10,Silverstone,credit card,VIP,123 Main Street,10,297,2970,2/25/2026,1/2/2026
812,electronics,MegaDrive X10,Silverstone,credit card,basic,123 Main Street,46,247,11362,6/18/2025,10/4/2025
813,sports equipment,PowerGadget 500,Acme,Venmo,basic,456 Elm Avenue,56,146,8176,5/17/2025,1/8/2026
814,clothing,UltraGadget X,Evergreen,credit card,premium,123 Main Street,4,217,868,5/14/2025,4/10/2026
815,sports equipment,GigaMaster 100,Acme,Venmo,premium,456 Elm Avenue,79,278,21962,5/11/2026,6/15/2025
816,electronics,UltimaTech 5000,Starlight,Venmo,VIP,123 Main Street,78,57,4446,2/17/2026,1/26/2026
817,beauty products,TechMaster 3000,Silverstone,PayPal,basic,456 Elm Avenue,97,207,20079,7/11/2025,7/13/2025
818,pet supplies,TechMaster 3000,Evergreen,PayPal,premium,789 Oak Lane,87,372,32364,7/22/2025,12/31/2025
819,office supplies,UltraGadget X,Starlight,credit card,basic,789 Oak Lane,93,52,4836,7/3/2025,7/4/2025
820,pet supplies,PowerGadget 500,Acme,credit card,premium,456 Elm Avenue,9,128,1152,12/4/2025,1/2/2026
821,clothing,MegaTech Pro,Evergreen,PayPal,basic,123 Main Street,37,155,5735,7/19/2025,10/24/2025
822,outdoor gear,MegaDrive X10,Thunderbolt,credit card,VIP,789 Oak Lane,38,242,9196,10/2/2025,9/26/2025
823,beauty products,GigaForce 9000,Silverstone,credit card,basic,456 Elm Avenue,64,393,25152,11/2/2025,9/6/2025
824,electronics,SuperNova X,Silverstone,Venmo,premium,456 Elm Avenue,100,20,2000,5/24/2025,3/9/2026
825,beauty products,GigaMaster 100,Starlight,PayPal,basic,789 Oak Lane,1,143,143,7/2/2025,9/27/2025
826,kitchen appliances,PowerMax Pro,Silverstone,Venmo,premium,456 Elm Avenue,71,202,14342,8/9/2025,11/18/2025
827,beauty products,UltimaTech 5000,Evergreen,credit card,premium,456 Elm Avenue,43,398,17114,2/14/2026,11/17/2025
828,pet supplies,UltimaTech 5000,Acme,PayPal,premium,123 Main Street,42,72,3024,9/16/2025,3/23/2026
829,sports equipment,PowerMax Pro,Starlight,credit card,basic,456 Elm Avenue,4,179,716,11/7/2025,6/26/2025
830,electronics,SuperNova X,Thunderbolt,Venmo,basic,789 Oak Lane,54,62,3348,10/2/2025,3/17/2026
831,electronics,PowerGadget 500,Starlight,Venmo,basic,789 Oak Lane,42,115,4830,9/4/2025,10/26/2025
832,office supplies,TechMaster 3000,Starlight,PayPal,VIP,123 Main Street,58,313,18154,9/2/2025,5/28/2025
833,kitchen appliances,UltimaTech 5000,Starlight,PayPal,basic,789 Oak Lane,64,363,23232,11/10/2025,9/12/2025
834,pet supplies,SuperTech Pro 2000,Silverstone,Venmo,VIP,789 Oak Lane,57,401,22857,10/14/2025,12/1/2025
835,clothing,SuperSpeed X,Starlight,Venmo,premium,456 Elm Avenue,50,17,850,5/21/2025,2/16/2026
836,pet supplies,GigaMax Pro,Evergreen,PayPal,VIP,789 Oak Lane,38,43,1634,8/19/2025,10/8/2025
837,toys,PowerMax Pro,Silverstone,Venmo,VIP,456 Elm Avenue,32,128,4096,6/11/2025,7/31/2025
838,clothing,UltimateGizmo 3000,Starlight,Venmo,VIP,789 Oak Lane,60,336,20160,11/23/2025,10/26/2025
839,toys,GigaMax Pro,Thunderbolt,PayPal,basic,456 Elm Avenue,79,87,6873,4/5/2026,11/27/2025
840,kitchen appliances,UltraForce 2000,Silverstone,credit card,basic,123 Main Street,64,189,12096,2/22/2026,8/3/2025
841,office supplies,GigaMax Pro,Acme,Venmo,VIP,123 Main Street,17,347,5899,11/26/2025,12/12/2025
842,sports equipment,MegaTech Pro,Silverstone,credit card,basic,789 Oak Lane,61,126,7686,5/14/2025,8/2/2025
843,toys,PowerMax Pro,Starlight,Venmo,basic,123 Main Street,77,204,15708,10/18/2025,5/11/2026
844,outdoor gear,MegaTech Pro,Evergreen,credit card,premium,789 Oak Lane,93,12,1116,5/4/2026,7/7/2025
845,kitchen appliances,UltraForce 2000,Evergreen,PayPal,VIP,789 Oak Lane,98,385,37730,5/6/2026,10/30/2025
846,home decor,TechNova Pro,Starlight,PayPal,VIP,123 Main Street,31,316,9796,8/23/2025,1/7/2026
847,home decor,SuperTech Pro 2000,Silverstone,PayPal,basic,789 Oak Lane,100,218,21800,3/10/2026,7/18/2025
848,pet supplies,GigaMaster 100,Acme,PayPal,premium,456 Elm Avenue,33,451,14883,12/11/2025,4/1/2026
849,home decor,HyperDrive 500,Thunderbolt,Venmo,VIP,123 Main Street,54,72,3888,9/24/2025,7/15/2025
850,sports equipment,TechNova Pro,Starlight,PayPal,VIP,789 Oak Lane,81,27,2187,10/22/2025,8/26/2025
851,beauty products,TechMaster 3000,Acme,PayPal,premium,456 Elm Avenue,14,26,364,4/29/2026,4/13/2026
852,pet supplies,PowerMax Pro,Thunderbolt,PayPal,VIP,456 Elm Avenue,18,334,6012,3/13/2026,1/6/2026
853,beauty products,UltimaTech 5000,Evergreen,Venmo,basic,789 Oak Lane,65,304,19760,2/9/2026,12/18/2025
854,electronics,TechBlaster 1000,Silverstone,PayPal,VIP,789 Oak Lane,31,318,9858,7/11/2025,6/24/2025
855,home decor,TechNova Pro,Thunderbolt,credit card,premium,123 Main Street,27,248,6696,4/23/2026,7/8/2025
856,clothing,UltimaTech 5000,Evergreen,Venmo,premium,123 Main Street,60,275,16500,6/22/2025,2/16/2026
857,home decor,TechMaster 3000,Silverstone,credit card,basic,123 Main Street,91,185,16835,10/31/2025,12/12/2025
858,pet supplies,UltraForce 2000,Evergreen,credit card,basic,456 Elm Avenue,66,376,24816,10/15/2025,5/15/2025
859,pet supplies,SuperSpeed X,Acme,Venmo,premium,456 Elm Avenue,5,457,2285,12/23/2025,10/21/2025
860,clothing,GigaMaster 100,Thunderbolt,Venmo,VIP,789 Oak Lane,1,107,107,1/16/2026,11/12/2025
861,outdoor gear,TechNova Pro,Silverstone,credit card,basic,456 Elm Avenue,10,133,1330,3/12/2026,11/14/2025
862,clothing,GigaForce 9000,Evergreen,Venmo,VIP,123 Main Street,3,77,231,4/26/2026,1/18/2026
863,kitchen appliances,HyperDrive 500,Thunderbolt,PayPal,VIP,456 Elm Avenue,88,198,17424,1/30/2026,8/19/2025
864,clothing,PowerGadget 500,Thunderbolt,PayPal,VIP,123 Main Street,86,286,24596,1/30/2026,12/7/2025
865,toys,TechMaster 3000,Silverstone,PayPal,VIP,789 Oak Lane,13,96,1248,12/6/2025,10/7/2025
866,office supplies,TechMaster 3000,Starlight,Venmo,premium,456 Elm Avenue,27,64,1728,9/10/2025,8/22/2025
867,electronics,PowerGadget 500,Starlight,Venmo,basic,789 Oak Lane,95,146,13870,4/8/2026,1/21/2026
868,kitchen appliances,UltraGadget X,Silverstone,Venmo,premium,456 Elm Avenue,39,252,9828,10/22/2025,4/27/2026
869,electronics,GigaMaster 100,Thunderbolt,Venmo,basic,123 Main Street,17,218,3706,11/4/2025,2/17/2026
870,home decor,SuperTech Pro 2000,Acme,PayPal,VIP,123 Main Street,97,241,23377,11/15/2025,7/3/2025
871,pet supplies,MegaDrive X10,Acme,PayPal,basic,789 Oak Lane,60,29,1740,9/21/2025,8/28/2025
872,home decor,UltimateGizmo 3000,Silverstone,PayPal,basic,789 Oak Lane,95,75,7125,1/28/2026,9/10/2025
873,home decor,GigaMaster 100,Evergreen,credit card,premium,789 Oak Lane,13,439,5707,9/18/2025,4/16/2026
874,office supplies,TechBlaster 1000,Evergreen,PayPal,basic,789 Oak Lane,39,83,3237,8/9/2025,6/5/2025
875,office supplies,PowerMax Pro,Starlight,credit card,VIP,123 Main Street,62,220,13640,2/18/2026,3/12/2026
876,kitchen appliances,HyperDrive 500,Thunderbolt,Venmo,basic,456 Elm Avenue,84,77,6468,9/1/2025,5/17/2025
877,kitchen appliances,TechBlaster 1000,Evergreen,Venmo,VIP,456 Elm Avenue,4,44,176,2/26/2026,1/31/2026
878,sports equipment,HyperDrive 500,Thunderbolt,credit card,premium,123 Main Street,80,316,25280,2/4/2026,10/8/2025
879,outdoor gear,GigaForce 9000,Evergreen,PayPal,premium,456 Elm Avenue,44,465,20460,11/25/2025,3/28/2026
880,electronics,TechBlaster 1000,Thunderbolt,PayPal,premium,123 Main Street,69,218,15042,12/8/2025,3/7/2026
881,home decor,SuperNova X,Starlight,Venmo,VIP,456 Elm Avenue,43,48,2064,6/24/2025,7/29/2025
882,clothing,PowerGadget 500,Evergreen,PayPal,VIP,123 Main Street,26,87,2262,1/21/2026,6/9/2025
883,clothing,GigaMaster 100,Thunderbolt,Venmo,VIP,456 Elm Avenue,36,333,11988,6/26/2025,2/8/2026
884,beauty products,UltraForce 2000,Acme,credit card,premium,456 Elm Avenue,50,91,4550,9/20/2025,5/11/2026
885,clothing,TechMaster 3000,Acme,PayPal,premium,456 Elm Avenue,55,106,5830,1/27/2026,10/8/2025
886,kitchen appliances,PowerGadget 500,Acme,credit card,premium,789 Oak Lane,90,388,34920,1/17/2026,5/19/2025
887,outdoor gear,SuperNova X,Starlight,credit card,premium,456 Elm Avenue,36,223,8028,9/8/2025,5/4/2026
888,clothing,MegaGizmo X10,Evergreen,Venmo,basic,123 Main Street,60,144,8640,1/28/2026,6/18/2025
889,pet supplies,UltraForce 2000,Evergreen,credit card,premium,123 Main Street,83,35,2905,6/1/2025,4/1/2026
890,beauty products,UltraGadget X,Acme,PayPal,premium,456 Elm Avenue,28,114,3192,2/25/2026,3/9/2026
891,home decor,UltimateGizmo 3000,Silverstone,PayPal,premium,123 Main Street,53,121,6413,12/6/2025,11/10/2025
892,pet supplies,SuperTech Pro 2000,Silverstone,PayPal,basic,123 Main Street,37,271,10027,1/26/2026,5/24/2025
893,pet supplies,MegaGizmo X10,Evergreen,credit card,basic,789 Oak Lane,77,169,13013,11/16/2025,12/6/2025
894,sports equipment,UltimateGizmo 3000,Evergreen,credit card,VIP,123 Main Street,30,410,12300,9/1/2025,10/17/2025
895,toys,TechNova Pro,Acme,credit card,VIP,456 Elm Avenue,36,64,2304,9/4/2025,4/25/2026
896,outdoor gear,TechMaster 3000,Thunderbolt,credit card,VIP,123 Main Street,64,115,7360,7/6/2025,9/23/2025
897,kitchen appliances,GigaForce 9000,Silverstone,PayPal,premium,123 Main Street,51,238,12138,9/8/2025,8/29/2025
898,toys,PowerTech 200,Starlight,credit card,basic,123 Main Street,26,482,12532,10/14/2025,9/24/2025
899,sports equipment,UltraGadget X,Starlight,PayPal,basic,123 Main Street,95,255,24225,10/6/2025,5/7/2026
900,clothing,SuperSpeed X,Thunderbolt,Venmo,premium,789 Oak Lane,4,29,116,11/12/2025,5/7/2026
901,office supplies,TechBlaster 1000,Thunderbolt,Venmo,premium,789 Oak Lane,92,280,25760,12/12/2025,3/24/2026
902,outdoor gear,SuperNova X,Silverstone,PayPal,VIP,456 Elm Avenue,94,351,32994,4/25/2026,8/21/2025
903,office supplies,SuperTech Pro 2000,Acme,credit card,premium,123 Main Street,25,45,1125,9/13/2025,7/9/2025
904,home decor,UltimateGizmo 3000,Thunderbolt,credit card,basic,789 Oak Lane,87,227,19749,3/30/2026,7/28/2025
905,outdoor gear,MegaTech Pro,Acme,Venmo,basic,456 Elm Avenue,13,236,3068,9/13/2025,4/19/2026
906,electronics,GigaForce 9000,Thunderbolt,PayPal,VIP,123 Main Street,96,361,34656,11/13/2025,3/5/2026
907,sports equipment,TechNova Pro,Starlight,Venmo,premium,123 Main Street,7,297,2079,12/5/2025,1/14/2026
908,outdoor gear,SuperTech Pro 2000,Thunderbolt,credit card,premium,789 Oak Lane,39,205,7995,12/12/2025,10/5/2025
909,electronics,PowerMax Pro,Starlight,credit card,basic,123 Main Street,61,47,2867,10/28/2025,6/4/2025
910,electronics,GigaMaster 100,Evergreen,PayPal,basic,123 Main Street,97,63,6111,6/26/2025,10/22/2025
911,kitchen appliances,PowerTech 200,Acme,Venmo,basic,789 Oak Lane,14,244,3416,10/5/2025,9/3/2025
912,office supplies,TechBlaster 1000,Evergreen,PayPal,VIP,123 Main Street,90,137,12330,10/16/2025,10/7/2025
913,pet supplies,MegaGizmo X10,Starlight,credit card,VIP,456 Elm Avenue,86,295,25370,4/11/2026,11/19/2025
914,office supplies,GigaMaster 100,Evergreen,Venmo,VIP,456 Elm Avenue,79,127,10033,9/4/2025,2/14/2026
915,beauty products,GigaMax Pro,Evergreen,credit card,VIP,123 Main Street,97,379,36763,5/14/2025,3/24/2026
916,office supplies,HyperDrive 500,Acme,Venmo,VIP,456 Elm Avenue,79,149,11771,6/26/2025,12/5/2025
917,clothing,SuperNova X,Acme,PayPal,basic,123 Main Street,75,490,36750,7/31/2025,2/6/2026
918,electronics,TechNova Pro,Acme,credit card,premium,456 Elm Avenue,37,452,16724,2/23/2026,6/19/2025
919,kitchen appliances,UltraForce 2000,Starlight,credit card,VIP,789 Oak Lane,74,408,30192,7/8/2025,6/30/2025
920,toys,GigaForce 9000,Thunderbolt,PayPal,basic,456 Elm Avenue,69,368,25392,5/10/2026,9/23/2025
921,clothing,UltimaTech 5000,Thunderbolt,PayPal,basic,456 Elm Avenue,25,20,500,11/20/2025,7/8/2025
922,beauty products,TechMaster 3000,Evergreen,credit card,basic,789 Oak Lane,69,354,24426,11/7/2025,8/21/2025
923,toys,SuperNova X,Starlight,credit card,premium,789 Oak Lane,48,382,18336,8/26/2025,10/17/2025
924,sports equipment,UltimateGizmo 3000,Evergreen,credit card,basic,789 Oak Lane,31,253,7843,6/2/2025,1/21/2026
925,toys,TechMaster 3000,Silverstone,Venmo,VIP,123 Main Street,73,416,30368,6/7/2025,3/2/2026
926,electronics,MegaDrive X10,Acme,Venmo,VIP,123 Main Street,32,498,15936,4/18/2026,2/25/2026
927,electronics,MegaGizmo X10,Acme,Venmo,premium,123 Main Street,27,62,1674,9/7/2025,10/14/2025
928,office supplies,PowerTech 200,Starlight,Venmo,basic,789 Oak Lane,53,425,22525,6/21/2025,8/14/2025
929,electronics,PowerMax Pro,Silverstone,Venmo,VIP,789 Oak Lane,71,109,7739,7/11/2025,11/4/2025
930,kitchen appliances,SuperTech Pro 2000,Thunderbolt,PayPal,premium,789 Oak Lane,93,452,42036,10/1/2025,10/16/2025
