order_id,customer_id,customer_age,city,subscription_type,meal_type,num_of_meals,delivery_date,delivery_time,order_amount,delivery_status,payment_method,prep_time_minutes,customer_rating
788,6981,63,Wonodadi,premium,dinner,9,10/4/2025,11:35 PM,2313,delivered,PayPal,59,2
789,3607,21,Sandefjord,premium,dinner,5,4/18/2026,9:02 AM,1685,out for delivery,PayPal,17,1
790,9610,36,Canindé,gold,breakfast,9,11/16/2025,7:53 PM,3411,in transit,Venmo,18,1
791,9021,20,Rio de Janeiro,gold,breakfast,8,5/2/2025,5:34 AM,2256,out for delivery,Venmo,48,2
792,6863,60,Portorož,gold,snack,2,9/7/2025,10:18 AM,832,delivered,Venmo,52,4
793,6720,71,Lobitos,premium,dinner,1,10/24/2025,8:57 AM,471,in transit,PayPal,47,4
794,2891,74,Valle de Ángeles,basic,snack,2,5/5/2025,9:29 PM,660,in transit,PayPal,44,3
795,2714,66,Cruz de los Milagros,premium,lunch,3,3/29/2026,2:40 AM,969,delivered,PayPal,59,2
796,5003,69,Maroantsetra,basic,breakfast,6,9/17/2025,2:04 AM,1494,out for delivery,Venmo,41,5
797,9373,39,Anrong,premium,lunch,9,10/21/2025,10:39 AM,3411,in transit,PayPal,13,4
798,7677,57,Augusto Corrêa,basic,lunch,10,3/26/2026,6:02 PM,4630,delivered,PayPal,18,2
799,3779,67,Sriwing,premium,dinner,6,11/18/2025,6:34 AM,2178,delivered,Venmo,57,1
800,3800,24,Sambonggede,gold,snack,6,11/29/2025,5:20 PM,1476,in transit,Venmo,33,3
801,8697,39,Kampong Speu,basic,lunch,8,12/11/2025,2:45 AM,2432,out for delivery,Venmo,43,3
802,4823,37,Horní Lideč,gold,dinner,7,1/19/2026,11:36 PM,2128,out for delivery,Venmo,46,2
803,5803,40,San Francisco,basic,breakfast,4,6/16/2025,2:23 AM,1392,delivered,PayPal,24,4
804,9742,30,Doudleby nad Orlicí,gold,lunch,6,5/25/2025,10:43 AM,2310,out for delivery,PayPal,42,2
805,2765,74,Shahbā,gold,snack,9,12/1/2025,5:40 AM,2979,in transit,Venmo,19,2
806,7884,80,Cool űrhajó,premium,snack,4,1/2/2026,6:37 PM,1432,delivered,PayPal,49,5
807,8212,47,Joroan,basic,breakfast,9,4/6/2026,4:59 AM,3456,delivered,PayPal,27,2
808,9688,24,Clichy,basic,lunch,3,5/20/2025,12:32 AM,621,out for delivery,credit card,36,1
809,8088,72,Bunga Mas,premium,lunch,9,6/24/2025,6:22 AM,3807,out for delivery,Venmo,22,5
810,7967,40,Volgodonsk,premium,dinner,3,8/2/2025,9:19 PM,696,delivered,PayPal,53,2
811,3122,42,Rouyuan,premium,breakfast,4,7/7/2025,7:45 PM,1620,delivered,Venmo,52,4
812,1697,65,Lindavista,basic,breakfast,4,5/26/2025,1:57 AM,1316,out for delivery,Venmo,51,5
813,2021,27,Yanjiang,gold,snack,6,10/7/2025,2:35 AM,2046,in transit,PayPal,49,4
814,7619,59,Aga,gold,lunch,5,8/20/2025,9:57 PM,1185,delivered,PayPal,58,4
815,2917,32,Quiaios,gold,breakfast,8,12/11/2025,6:36 AM,3840,in transit,credit card,37,5
816,3879,73,Tanshi,premium,breakfast,7,10/21/2025,11:48 AM,1540,in transit,Venmo,59,5
817,3056,55,Chaloem Phra Kiat,basic,dinner,10,5/4/2025,4:06 PM,3980,delivered,Venmo,27,1
818,2760,67,Kakuda,basic,snack,9,2/1/2026,2:27 AM,3294,in transit,Venmo,53,2
819,7987,75,Nzérékoré,basic,snack,8,5/7/2025,11:32 AM,1744,in transit,Venmo,28,1
820,2087,69,Zhaojia,gold,snack,2,12/26/2025,6:44 PM,758,delivered,PayPal,16,1
821,9582,71,Papineauville,premium,snack,3,8/18/2025,10:20 PM,606,in transit,credit card,36,3
822,4952,45,Sremska Mitrovica,basic,breakfast,6,3/4/2026,5:21 AM,1752,out for delivery,Venmo,18,2
823,3707,19,Shilovo,basic,lunch,6,2/12/2026,1:10 AM,2814,out for delivery,credit card,48,3
824,2536,52,Pavlovsk,premium,breakfast,3,6/13/2025,12:16 AM,1155,delivered,credit card,12,2
825,7877,71,Al Funayţīs,basic,lunch,10,8/31/2025,11:58 PM,4130,in transit,PayPal,33,3
826,5395,27,Angono,gold,lunch,10,6/15/2025,4:37 PM,3800,out for delivery,PayPal,39,5
827,4556,24,Hongguang,premium,lunch,5,1/31/2026,6:33 AM,1530,in transit,PayPal,27,4
828,8736,20,‘Amd,gold,lunch,7,10/23/2025,11:53 PM,1484,delivered,credit card,21,4
829,2154,52,Lahat,premium,lunch,4,4/22/2026,1:14 AM,1480,in transit,credit card,53,1
830,2680,56,Limoges,gold,dinner,2,9/24/2025,2:37 PM,714,in transit,credit card,43,1
831,7454,50,Tsaghkunk’,basic,lunch,5,8/9/2025,9:50 PM,2030,out for delivery,PayPal,21,2
832,8437,28,Damu,premium,breakfast,9,7/23/2025,8:02 PM,2043,out for delivery,Venmo,51,3
833,2778,43,Quận Mười,basic,snack,2,9/10/2025,11:36 PM,650,out for delivery,credit card,60,1
834,9756,61,Sanlicheng,premium,lunch,3,12/26/2025,1:58 AM,969,out for delivery,PayPal,49,4
835,1132,25,Muang Phôn-Hông,gold,dinner,10,8/25/2025,10:03 AM,3450,out for delivery,credit card,11,2
836,7031,21,Kvänum,basic,snack,6,11/11/2025,4:09 PM,1902,in transit,credit card,25,3
837,5961,69,Yuen Long Kau Hui,gold,breakfast,1,8/24/2025,1:49 AM,219,in transit,Venmo,12,5
838,4963,37,Putre,premium,dinner,9,2/7/2026,1:25 AM,4131,delivered,Venmo,31,2
839,4430,78,Wichian Buri,premium,dinner,6,4/23/2026,4:32 AM,2136,in transit,credit card,52,2
840,8628,67,Tongjin,premium,lunch,9,12/17/2025,11:01 PM,2403,out for delivery,Venmo,58,2
841,8152,62,Nyeri,basic,breakfast,9,1/28/2026,8:21 PM,2439,in transit,credit card,57,1
842,9160,38,Xianhe,premium,snack,3,6/26/2025,10:31 PM,1017,delivered,Venmo,43,3
843,7352,78,Yun’an,gold,dinner,6,4/14/2026,9:31 PM,1914,in transit,credit card,54,2
844,4058,39,Kudymkar,premium,lunch,5,3/9/2026,6:07 PM,1385,in transit,Venmo,22,5
845,1399,35,Pongkor,premium,breakfast,2,11/6/2025,6:46 PM,624,in transit,credit card,13,3
846,7180,64,Rudnichnyy,gold,snack,5,2/20/2026,11:09 AM,1885,in transit,credit card,19,4
847,1335,52,Raci Kulon,basic,snack,6,10/23/2025,10:26 AM,2136,in transit,Venmo,17,3
848,3206,19,Modosinal,premium,dinner,7,3/10/2026,10:13 AM,2380,in transit,credit card,16,2
849,3668,50,Namballe,premium,snack,5,7/10/2025,6:17 PM,1795,delivered,credit card,43,5
850,1477,71,Fovissste,basic,snack,10,6/7/2025,4:03 PM,4600,delivered,credit card,21,2
851,7801,29,Gansa,premium,dinner,7,9/22/2025,8:00 AM,2562,in transit,credit card,29,1
852,1863,27,Toyonaka,premium,dinner,3,1/20/2026,4:26 PM,1323,delivered,Venmo,31,3
853,4796,79,Pervomayskaya,premium,lunch,4,5/24/2025,4:00 AM,912,out for delivery,PayPal,43,3
854,2422,78,West Island,basic,lunch,3,1/11/2026,9:43 PM,1368,in transit,PayPal,40,5
855,8438,49,Dulce Nombre,basic,dinner,5,7/25/2025,6:30 PM,1370,in transit,Venmo,50,3
856,8494,40,Strängnäs,premium,snack,4,1/14/2026,7:56 AM,1152,delivered,PayPal,34,2
857,8580,34,Rio Branco do Sul,basic,dinner,8,9/30/2025,10:54 AM,2552,out for delivery,Venmo,45,5
858,2321,75,Sumberrejo,premium,breakfast,8,11/22/2025,3:22 PM,3768,out for delivery,credit card,58,5
859,4736,19,Emmen,premium,dinner,1,11/15/2025,2:31 PM,346,out for delivery,PayPal,23,2
860,9128,18,Kembang,premium,dinner,7,5/2/2025,12:47 AM,2534,in transit,PayPal,23,2
861,9550,33,Nanjia,premium,lunch,4,4/17/2026,12:16 PM,1168,in transit,credit card,26,3
862,7070,23,Calaba,gold,lunch,8,12/2/2025,10:42 AM,3560,in transit,PayPal,47,3
863,7323,19,Logroño,gold,dinner,2,3/3/2026,12:59 AM,646,delivered,credit card,34,2
864,8655,21,Sihai,basic,snack,3,12/17/2025,3:15 AM,723,in transit,Venmo,32,4
865,6982,37,Guanli,basic,snack,1,8/15/2025,2:17 PM,317,out for delivery,Venmo,38,5
866,6894,40,Lanas,premium,lunch,7,1/27/2026,10:22 PM,2716,out for delivery,PayPal,18,2
867,8959,42,Huagu,gold,breakfast,3,7/31/2025,2:01 PM,912,delivered,Venmo,17,2
868,6523,68,Astorga,gold,snack,8,7/25/2025,7:43 PM,3944,in transit,credit card,54,4
869,5708,34,Bukor,basic,lunch,6,8/31/2025,11:23 AM,2448,out for delivery,PayPal,18,1
870,3210,67,Hingatungan,basic,snack,9,9/13/2025,10:33 PM,2214,out for delivery,PayPal,53,1
871,1722,44,Paris 13,premium,dinner,1,10/4/2025,8:28 PM,237,delivered,PayPal,10,2
872,3975,36,Zhangxiong,premium,snack,5,6/20/2025,11:12 AM,1610,delivered,credit card,52,2
873,2853,55,Pršovce,gold,snack,7,12/14/2025,2:44 AM,2359,delivered,credit card,26,4
874,5832,47,Longtou,basic,lunch,10,9/13/2025,5:52 AM,4270,in transit,credit card,51,4
875,9432,56,Yuzui,basic,snack,8,3/1/2026,11:55 PM,3312,delivered,Venmo,22,1
876,3699,19,Rio Preto da Eva,basic,breakfast,6,3/25/2026,10:51 AM,2772,in transit,PayPal,56,4
877,8769,24,Serra Talhada,basic,lunch,6,1/26/2026,1:39 AM,2196,delivered,credit card,39,2
878,5901,36,Rojas,basic,breakfast,9,4/28/2025,9:44 AM,2988,delivered,credit card,52,5
879,2493,62,Broshniv-Osada,premium,snack,4,8/30/2025,10:13 PM,1636,in transit,Venmo,42,4
880,1122,74,Makin Village,gold,lunch,8,10/29/2025,9:55 AM,3632,out for delivery,credit card,20,4
881,1635,22,Vereshchagino,gold,snack,6,3/10/2026,7:32 PM,2454,delivered,Venmo,43,5
882,3854,62,Stockholm,gold,snack,4,5/17/2025,5:28 AM,848,in transit,Venmo,11,4
883,3421,22,Kangar,premium,snack,7,5/5/2025,9:02 PM,1708,delivered,credit card,27,3
884,7024,57,Longgang,gold,dinner,5,5/24/2025,2:41 AM,2000,delivered,credit card,50,5
885,2463,46,Gurbuki,premium,breakfast,5,9/11/2025,2:17 AM,2410,out for delivery,Venmo,21,3
886,7697,47,Quinta do Sobrado,basic,lunch,2,1/7/2026,8:45 PM,948,in transit,PayPal,10,2
887,7373,44,Gazli,gold,dinner,9,4/4/2026,6:34 AM,2601,delivered,Venmo,41,3
888,3956,59,Tokuyama,premium,breakfast,4,3/16/2026,12:04 PM,1520,in transit,PayPal,31,3
889,2072,67,Concordia,gold,snack,1,2/7/2026,10:31 PM,221,out for delivery,PayPal,43,2
890,6037,40,Foča,basic,dinner,4,11/6/2025,4:50 AM,848,out for delivery,Venmo,28,2
891,6159,22,Celeirós,premium,dinner,2,8/28/2025,2:29 AM,876,delivered,Venmo,54,5
892,3486,74,Perpignan,gold,snack,4,5/26/2025,11:42 PM,1908,delivered,Venmo,34,3
893,5078,42,Scottsdale,basic,breakfast,10,4/18/2026,4:17 PM,4450,out for delivery,PayPal,46,3
894,6045,55,Palos,basic,breakfast,5,6/22/2025,3:01 AM,1935,delivered,credit card,23,1
895,5741,29,Anápolis,basic,snack,4,1/11/2026,9:22 PM,1284,out for delivery,credit card,28,1
896,4312,78,Puerto Asís,gold,dinner,3,2/5/2026,8:07 PM,1473,delivered,Venmo,31,4
897,2178,25,Ibagué,premium,snack,6,11/17/2025,6:35 AM,2442,in transit,PayPal,14,2
898,9562,63,Santa María de Ipire,premium,snack,9,9/20/2025,12:55 PM,3582,in transit,PayPal,13,4
899,4090,47,Gandzak,premium,breakfast,7,8/31/2025,5:42 AM,1533,out for delivery,Venmo,22,1
900,5238,47,Otaru,basic,breakfast,10,2/23/2026,1:22 PM,3210,out for delivery,credit card,43,5
901,6358,72,Guankou,basic,breakfast,8,3/10/2026,4:05 AM,3736,delivered,Venmo,31,3
902,1999,51,Brest,premium,snack,7,12/14/2025,9:34 AM,2184,in transit,Venmo,31,1
903,8295,33,Brades,basic,lunch,10,7/21/2025,11:05 AM,2030,in transit,PayPal,33,4
904,3106,23,Magangué,gold,breakfast,10,7/7/2025,6:43 PM,4020,delivered,credit card,33,2
905,1243,35,Caburan,premium,lunch,1,8/23/2025,9:21 AM,364,out for delivery,credit card,39,4
906,4685,66,Santa Rita Aplaya,gold,snack,4,10/7/2025,2:06 AM,876,delivered,PayPal,52,2
907,8206,76,Villa La Angostura,premium,dinner,3,11/10/2025,5:50 PM,1386,delivered,credit card,24,4
908,7971,44,Kalepasan,premium,dinner,8,12/10/2025,9:08 AM,3328,in transit,PayPal,26,2
909,6018,63,Karangbayat,basic,breakfast,7,3/22/2026,8:12 PM,3472,out for delivery,PayPal,31,5
910,1875,39,Paris 12,gold,lunch,2,10/24/2025,1:11 AM,624,in transit,credit card,20,1
911,3950,66,Stamford,basic,snack,2,10/22/2025,8:43 AM,452,in transit,Venmo,56,1
912,2212,54,Qārah,gold,dinner,5,4/28/2025,6:12 PM,2360,out for delivery,Venmo,40,3
913,1961,34,Sabanalarga,gold,snack,1,10/21/2025,2:54 AM,433,in transit,Venmo,13,3
914,6072,44,Kore,gold,dinner,2,6/24/2025,12:42 AM,700,out for delivery,PayPal,27,2
915,3482,21,Chak,gold,dinner,5,4/30/2025,12:46 PM,2110,in transit,PayPal,28,2
916,2269,53,Colombes,premium,snack,6,9/16/2025,12:19 PM,2790,delivered,PayPal,13,2
917,3276,32,Kertahayu,gold,snack,9,10/19/2025,2:09 AM,3186,out for delivery,PayPal,15,5
918,2358,70,Krajan Satu,gold,snack,2,12/25/2025,1:53 PM,720,out for delivery,Venmo,40,4
919,1341,33,Kakata,gold,lunch,3,9/21/2025,3:47 PM,1317,in transit,PayPal,34,3
920,9155,76,Rosthern,gold,breakfast,7,1/31/2026,3:38 PM,2744,in transit,Venmo,42,5
921,7536,62,Richmond,gold,breakfast,10,4/18/2026,4:17 AM,2410,in transit,credit card,42,1
922,5358,27,Yopal,basic,dinner,5,1/22/2026,10:47 AM,1315,delivered,credit card,17,4
923,3913,72,Imrīsh,basic,lunch,9,4/20/2026,9:48 PM,3591,in transit,credit card,23,1
924,3417,63,Borovan,basic,snack,1,5/26/2025,7:11 AM,327,in transit,PayPal,54,5
925,3232,69,Södra Sandby,basic,lunch,1,7/13/2025,7:22 AM,480,delivered,Venmo,35,1
926,1810,18,Tianya,gold,breakfast,3,5/29/2025,12:57 PM,1026,in transit,credit card,39,1
927,9941,57,Casal Novo,premium,lunch,7,6/9/2025,4:12 PM,3087,out for delivery,credit card,42,4
928,3129,21,Mangarine,gold,dinner,5,1/13/2026,1:43 AM,1215,delivered,credit card,12,1
929,2480,63,Minuwangoda,gold,breakfast,6,5/28/2025,7:30 AM,2832,delivered,PayPal,54,2
930,1125,55,Tõrva,premium,lunch,5,3/3/2026,5:16 PM,2035,out for delivery,credit card,22,3
931,9242,75,Longyearbyen,basic,dinner,9,6/18/2025,2:23 PM,3879,delivered,credit card,33,1
932,2545,48,Yuli,gold,lunch,4,4/7/2026,12:57 PM,1308,in transit,Venmo,55,5
933,8414,25,Amagasaki,basic,breakfast,5,10/18/2025,2:05 PM,2215,delivered,Venmo,18,2
934,2272,76,Fuchun,premium,dinner,7,8/14/2025,8:25 AM,3381,in transit,credit card,33,1
935,7293,42,Alcoy,premium,dinner,8,2/28/2026,9:50 AM,2648,out for delivery,credit card,27,5
936,1143,54,Tampocon,premium,breakfast,7,11/5/2025,9:38 AM,3486,in transit,Venmo,50,3
937,7337,41,Santo Tomás,premium,snack,4,1/27/2026,7:11 AM,1904,out for delivery,Venmo,51,5
938,2182,59,Padasuka,premium,snack,1,8/18/2025,7:24 PM,240,out for delivery,Venmo,45,1
939,3751,75,Loma Bonita,gold,breakfast,3,10/15/2025,2:08 PM,891,delivered,credit card,13,5
940,6496,51,Notre-Dame-des-Prairies,premium,breakfast,8,5/2/2025,8:40 PM,2576,out for delivery,Venmo,15,5
941,8170,47,Leye,premium,dinner,2,7/1/2025,3:16 AM,820,out for delivery,credit card,11,2
942,6983,59,Al ‘Awjā,gold,lunch,10,8/10/2025,5:59 PM,3580,out for delivery,PayPal,21,3
943,1121,66,Kokterek,basic,lunch,3,9/16/2025,7:28 AM,657,in transit,Venmo,24,2
944,9148,53,Suqu,basic,lunch,6,6/7/2025,8:14 PM,2904,out for delivery,Venmo,33,4
945,9404,54,Mishixiang,basic,dinner,10,4/27/2026,6:07 AM,3190,out for delivery,Venmo,32,4
946,9762,52,Totness,gold,breakfast,5,10/15/2025,2:24 AM,1030,in transit,credit card,28,5
947,5434,79,Murom,basic,lunch,5,11/8/2025,9:19 PM,1770,delivered,credit card,23,1
948,7985,79,Bulgan,premium,snack,8,8/7/2025,7:32 AM,2464,in transit,PayPal,40,4
949,7993,67,Marolambo,premium,lunch,8,5/4/2025,9:35 AM,1976,in transit,credit card,28,1
950,4939,39,Dragomer,gold,lunch,1,3/12/2026,7:40 PM,430,out for delivery,Venmo,37,5
951,6003,39,Belz,premium,lunch,3,1/4/2026,2:11 PM,1404,in transit,PayPal,36,2
952,8238,22,Artashat,gold,lunch,10,2/25/2026,6:56 AM,3450,out for delivery,PayPal,23,3
953,5852,37,Ban Phan Don,basic,snack,2,2/15/2026,12:51 PM,500,delivered,Venmo,52,3
954,2657,54,Zhonghechang,premium,snack,4,8/5/2025,9:11 AM,1496,out for delivery,Venmo,33,1
955,1553,56,Eldoret,gold,snack,10,6/27/2025,7:04 PM,2300,delivered,Venmo,18,2
956,2344,79,Guihing Proper,basic,breakfast,2,4/28/2025,6:07 PM,948,delivered,Venmo,25,2
957,4676,75,Rączna,premium,snack,10,8/12/2025,5:50 AM,3330,delivered,PayPal,18,5
958,1147,28,Cabanbanan,premium,snack,10,4/17/2026,8:31 PM,4090,out for delivery,credit card,49,4
959,8191,34,Wulin,basic,lunch,4,4/14/2026,4:06 AM,1552,out for delivery,credit card,38,3
960,3153,55,Amiens,premium,lunch,4,2/5/2026,2:04 AM,1888,delivered,credit card,60,3
961,7724,36,Pacov,gold,breakfast,6,7/15/2025,6:38 PM,2406,out for delivery,PayPal,19,3
962,8275,42,Kaji,premium,lunch,4,6/1/2025,2:40 AM,872,in transit,credit card,30,3
963,3583,69,Yên Bái,premium,breakfast,3,7/15/2025,10:39 AM,1476,delivered,PayPal,18,5
964,1460,75,Bentar Girang,premium,lunch,10,5/24/2025,8:37 PM,2450,out for delivery,credit card,59,4
965,4440,65,Pasar,gold,lunch,3,9/11/2025,6:08 PM,1371,in transit,Venmo,22,1
966,7911,46,Qingkou,premium,snack,7,3/29/2026,4:10 PM,1694,out for delivery,credit card,28,4
967,9533,54,Yangjia,gold,snack,9,5/6/2025,1:21 AM,2385,delivered,Venmo,35,5
968,6640,67,Güines,gold,dinner,1,7/11/2025,8:04 AM,261,delivered,credit card,51,2
969,4712,60,Cisitu,basic,breakfast,6,1/25/2026,3:28 PM,1680,out for delivery,Venmo,43,4
970,3196,21,Béja,premium,dinner,8,1/14/2026,6:53 AM,3184,out for delivery,credit card,38,3
971,8058,20,Iles,gold,snack,8,5/31/2025,7:40 PM,3984,delivered,Venmo,37,5
972,7939,19,Las Piñas,gold,snack,1,8/20/2025,9:53 AM,315,out for delivery,credit card,33,1
973,1701,50,Finspång,basic,breakfast,8,12/23/2025,7:52 AM,3272,in transit,credit card,44,4
974,4513,45,Hobor,premium,breakfast,7,12/16/2025,9:24 AM,2079,delivered,Venmo,36,2
975,3487,78,Dongcheng,gold,snack,9,12/14/2025,2:36 AM,2700,out for delivery,PayPal,44,2
976,1384,46,Chernyanka,basic,breakfast,2,11/22/2025,10:00 AM,728,delivered,credit card,53,5
977,1733,35,Wuyanquan,basic,breakfast,4,8/6/2025,9:10 AM,988,in transit,PayPal,50,1
978,9966,39,Funchalinho,gold,lunch,6,7/20/2025,2:00 PM,2250,out for delivery,PayPal,23,1
979,4033,41,Huaguoshan,premium,dinner,6,9/19/2025,9:48 PM,1704,in transit,credit card,25,2
980,1286,25,Thị Trấn Yên Thế,basic,snack,10,8/20/2025,10:26 PM,3690,in transit,Venmo,50,3
981,7862,29,Tangping,basic,lunch,9,5/21/2025,12:04 PM,3690,in transit,credit card,53,4
982,9439,24,Jawatiwa,basic,dinner,4,12/27/2025,12:59 PM,1616,in transit,credit card,46,3
983,4191,64,Radekhiv,gold,breakfast,6,7/11/2025,2:44 PM,2604,delivered,PayPal,23,2
984,2988,54,Kosakowo,basic,lunch,1,11/4/2025,5:48 AM,445,in transit,PayPal,15,1
985,9491,51,Sezemice,premium,breakfast,10,1/4/2026,1:04 PM,3500,in transit,PayPal,51,3
986,9932,53,Luyang,premium,breakfast,1,3/24/2026,8:17 PM,214,delivered,credit card,39,3
987,3007,36,Kensington,gold,breakfast,5,9/15/2025,11:19 PM,1585,delivered,Venmo,50,1
988,7339,60,Kongoussi,premium,dinner,7,5/18/2025,9:37 PM,2604,delivered,credit card,34,3
989,8917,33,Curumaní,basic,lunch,2,10/11/2025,12:10 AM,822,in transit,PayPal,23,5
990,5503,76,Lidzbark,basic,snack,8,5/4/2025,11:28 AM,2560,in transit,credit card,27,3
991,9517,49,Bulawin,premium,snack,1,2/14/2026,7:26 AM,281,in transit,Venmo,42,5
992,5915,55,Yuto,gold,snack,10,3/31/2026,9:27 AM,4870,out for delivery,Venmo,44,3
993,1933,71,Khoronk’,gold,dinner,10,4/16/2026,5:28 AM,3750,delivered,credit card,21,4
994,1950,62,Junchuan,gold,snack,1,1/26/2026,5:06 AM,497,out for delivery,Venmo,51,4
995,5804,75,Jiaodai,premium,breakfast,7,8/13/2025,11:51 AM,2821,in transit,PayPal,15,3
996,8875,77,Klyetsk,premium,breakfast,9,6/19/2025,9:44 PM,3546,delivered,Venmo,40,3
997,7631,47,‘Afula ‘Illit,premium,snack,10,7/31/2025,10:53 AM,4330,delivered,credit card,43,1
998,9112,75,Shangma,basic,snack,4,7/8/2025,2:46 AM,1924,delivered,Venmo,28,1
999,4416,19,Paris 02,gold,dinner,4,12/24/2025,1:08 AM,1440,out for delivery,Venmo,43,4
1000,7857,64,Älvdalen,premium,dinner,3,8/17/2025,9:53 PM,1470,in transit,credit card,11,3
